[Normal Axes]|en|fi|pt|ru|zh|ja|ko|de|fr|sp|pl
prefix_poison_shielding|Poison Shielding||Blindado a Veneno|Холодоустойчивость|T2毒抗|ポイズンシールド|포이즌실드|Giftschützend|Protection contre le poison|Escudo Venenoso|Osłaniający Truciznę
prefix_poison_immune|Poison Immune||Imune a Veneno|Молниеносная маскировка|●T1毒素抗性● |ポイズンイミューン|포이즌이뮨|Giftimmun|Immunité au poison |Inmune al Veneno|Odporny na Truciznę
prefix_lightning_cloaking|Lightning Cloaking||Raio Camuflado|Молниестойкость|T5電抗|ライトニングクローク|라이트닝클록|Blitzmantel|Camouflage anti-foudre|Enmascaramiento Relámpago|Płaszcz Błyskawic
prefix_lightning_proof|Lightning Proof||Prova de Veneno|Молниеустойчивость|T4電抗|ライトニングプルーフ|라이트닝프루프|Blitzfest|Protection contre la foudre|A Prueba de Rayos|Odporny na Błyskawice
prefix_lightning_resisting|Lightning Resisting||Resistente a Veneno|Молниезащита|T3電抗|ライトニングレジスト|라이트닝레지스트|Blitzresistent|Résistance à la foudre|Resistente a Rayos|Odporny na Błyskawice
prefix_lightning_shielding|Lightning Shielding||Blindado a Veneno|Молниеустойчивость|T2電抗|ライトニングシールド|라이트닝실드|Blitzschützend|Protection contre la foudre|Escudo de Rayos|Osłaniający Błyskawice
prefix_lightning_immune|Lightning Immune||Imune a Veneno|Магическая маскировка ... Питьё|●T1電抗● |ライトニングイミューン|라이트닝이뮨|Blitzimmun|Immunité à la foudre |Inmune a Rayos|Odporny na Błyskawice
prefix_arcane_cloaking|Arcane Cloaking||Arcana Camuflado|Взрыв жизни|T5奧抗|アーケインクローク|아케인클록|Arkanmantel|Camouflage arcanique|Enmascaramiento Arcano|Płaszcz Arkany
prefix_arcane_proof|Arcane Proof||Prova de Arcana|Вампирский|T4奧抗|アーケインプルーフ|아케인프루프|Arkanfest|Protection arcanique|A Prueba de Arcano|Odporny na Arkaniczne
prefix_arcane_resisting|Arcane Resisting||Resistente a Arcana|Дракулы|T3奧抗|アーケインレジスト|아케인레지스트|Arkanresistent|Résistance arcanique|Resistente al Arcano|Odporny na Arkaniczne
prefix_arcane_shielding|Arcane Shielding||Blindado a Arcana|Пещерная летучая мышь|T2奧抗|アーケインシールド|아케인실드|Arkanschützend|Bouclier arcanique|Escudo Arcano|Osłaniający Arkaniczne
prefix_arcane_immune|Arcane Immune||Imune a Arcana|Весператная летучая мышь|●T1奧抗● |アーケインイミューン|아케인이뮨|Arkanimmun|Immunité arcanique |Inmune al Arcano|Odporny na Arkaniczne
prefix_leeching|Leeching||Sanguessuga|Бурая летучая мышь|T5生命再生|リーチング|리치|Aussaugend|Sangsue|Sanguijuela|Wysysający
prefix_blood_drinking|Blood Drinking||Bebesangue|Колоссальная летучая мышь|T4生命再生|ブラッドドリンキング|블러드 드링크|Bluttrinkend|Buveuse de sang|Bebe-sangre|Pijący Krew
prefix_life_vamping|Lifevamping||Sugavida|Цитадельная летучая мышь|T3生命再生|ライフヴァンピング|라이프뱀프|Lebensraubend|Vampire vital|Sorbavidas|Wysysający Życie
prefix_vampiric|Vampiric||Vampírico|Крестьянская|T2生命再生|ヴァンパイリック|뱀피릭|Vampirisch|Vampirique|Vampírico|Wampiryczny
prefix_draculs|Draculs||Drácula|Архонская|●T1生命再生●|ドラキュルズ|드라쿨스|Drakulas|Draculs|Drácula|Draculs
prefix_cave_bats|Cavebat||Morcego-caverna|Мстительная|T5法力再生|ケイブバット|케이브뱃|Höhlenfledermaus|Chauve-souris des cavernes|Murciélago de Cueva|Jaskiniowy Nietoperz
prefix_vesper_bats|Vesperbat||Morcevo-vesper|Хранительская|T4法力再生|ヴェスパーバット|베스퍼뱃|Vesperfledermaus|Chauve-souris vespérale|Murciélago Vesper|Vesperbat
prefix_brown_bats|Brownbat||Morcego-marrom|Архангельская|T3法力再生|ブラウンバット|브라운뱃|Braunfledermaus|Chauve-souris brune|Murciélago Pardo|Brązowy Nietoperz
prefix_colossal_bats|Colossalbat||Morcego-colossal|Мистический пруд|T2法力再生|コロッサルバット|콜로설뱃|Kolossalfledermaus|Chauve-souris colossale|Murciélago Colosal|Kolosalny Nietoperz
prefix_citadel_bats|Citadelbat||Morcego-da-cidadela|Мистическое озеро|●T1法力再生●|シタデルバット|시타델뱃|Zitadellenfledermaus|Chauve-souris de la citadelle|Murciélago de la Ciudadela|Cytadelowy Nietoperz
prefix_peasants|Peasant's||do Camponês|Мистический океан |T5全技能|ペイザンツの|페전트|Bauern|Paysan |Campesino|Chłopski
prefix_archons|Archon's||do Arconte|Архонтский|T4全技能|アーコンの|아콘|Herrscher|Archonte|Arconte|Archonta
prefix_avengers|Avenger's||do Vingador|Мстительный|T3全技能|アヴェンジャーの|어벤저|Rächers|Vengeur|Vengador|Mściciela
prefix_keepers|Keeper's||do Guardião|Хранительский|T2全技能|キーパーの|키퍼|Bewahrers|Gardien|Guardián|Strażnika
prefix_arch_angel|Archangel's||do Arcanjo|Архангельский |●T1全技能● |アークエンジェルの|아크엔젤|Erzengels|Archange|Arcángel|Archanioła
prefix_mysticpond|Mystic Pond||Lagoa Mística|Мистический пруд|T5全抗上限|ミスティックポンド|미스틱 폰드|Mystischer Teich|Étang mystique|Estanque Místico|Mistyczne Staw
prefix_mysticlake|Mystic Lake||Lago Místico|Мистическое озеро|T4全抗上限|ミスティックレイク|미스틱 레이크|Mystischer See|Lac mystique|Lago Místico|Mistyczne Jezioro
prefix_mysticocean|Mystic Ocean||Oceano Mísitco|Мистический океан|T3全抗上限|ミスティックオーシャン|미스틱 오션|Mystischer Ozean|Océan mystique|Océano Místico|Mistyczny Ocean
prefix_mysticfountain|Mystic Fountain||Fonte Mística|Мистический фонтан|T2全抗上限|ミスティックファウンテン|미스틱 파운틴|Mystischer Brunnen|Fontaine mystique|Fuente Mística|Mistyczna Fontanna
prefix_mysticspring|Mystic Spring||Nascente Mística|Мистический источник|●T1全抗上限● |ミスティックスプリング|미스틱 스프링|Mystische Quelle|Source mystique|Manantial Místico|Mistyczne Źródło
prefix_devoted|Devoted||Devotado|Преданный|T5元素技能|ディヴォーテッド|디보티드|Hingebungsvoll|Dévoué|Devoto|Oddany
prefix_smitten|Smitten||Golpeado|Влюбленный|T4元素技能|スミッテン|스미튼|Verliebt|Éprise |Golpeado|Zauroczony
prefix_malice|Malice||Malícia|Злоба|T3元素技能|マリス|말리스|Bosheit|Malice|de la Malicia|Złośliwość
prefix_incubus|Incubus||Incubo|Инкуб|T2元素技能|インキュバス|인큐버스|Inkubus|Incube|del Íncubo|Incubus
prefix_kindred|Kindred||Parentesco|Родственные души|●T1元素技能●|キンドレッド|킨드레드|Seelenverwandt|Parenté|Emparentado|Krewny
prefix_ignited|Ignited||Inflamado|Зажженный|T5爆炸技能|イグナイテッド|이그나이트|Entzündet|Allumé|Encendido|Podpalony
prefix_lit|Lit||Aceso|Огненный|T4爆炸技能|リット|릿|Erleuchtet|Allumé|Iluminado|Zapalony
prefix_timed|Timed||Cronometrado|Зажженный|T3爆炸技能|タイムド|타임|Zeitgesteuert|Temporisé|Temporizado|Czasowy
prefix_fired|Fired||Disparado|Огненный по расписанию|T2爆炸技能|ファイヤード|파이어|Angezündet|Tir|Disparado|Podpalony
prefix_doomed|Doomed||Condenado|Обреченный|●T1爆炸技能●|ドゥームド|둠|Verdammt|Condamné|Condenado|Skazany
prefix_ward|Ward||Guarda|Защитник|T5哨兵技能|ウォード|워드|Schutz|Purificateur|Guardia|Straż
prefix_eye|Eye||Olho|Глаз|T4哨兵技能|アイ|아이|Auge|Œil |Ojo|Oko
prefix_sentry|Sentry||Sentinela|Часовой|T3哨兵技能|センチネル|센트리|Wächter|Sentinelle|Centinela|Wartownik
prefix_turret|Turret||Torreta|Башня|T2哨兵技能|ターレット|터렛|Geschützturm|Tourelle|Torreta|Wieżyczka
prefix_guardtower|Guard Tower||Torre de Guarda|Сторожевая башня|●T1哨兵技能● |ガードタワー|가드 타워|Wachturm|Tour de garde|Torre de Guardia|Strażnicza Wieża
prefix_warping|Warping||Deformando|Искажение|T5召喚|ワーピング|워프|Verziehend|Déformation|de la Distorsión|Warpujący
prefix_whispering|Whispering||Sussurrando|Шепот|T4召喚|ウィスパリング|위스퍼|Flüsternd|Murmures|Susurrante|Szepczący
prefix_risen|Risen||Ressuscitado|Воскресший|T3召喚|ライゼン|리즌|Erhoben|Ressuscité|Resurgido|Powstały
prefix_undying|Undying||Imortal|Бессмертный|T2召喚|アンダイイング|언다잉|Unsterbend|Immortel|Inmortal|Nieśmiertelny
prefix_reanimated|Reanimated||Reanimado|Оживший|●T1召喚● |リアニメイテッド|리애니메이트|Wiederbelebt|Réanimé|Reanimado|Ożywiony
prefix_lingering|Lingering||Persistente|Затянувшийся|T5召喚物防禦|リンガリング|링거|Verweilend|Persistant|Persistente|Trwający
prefix_willowing|Willowing||Salgueiro|Ивающий|T4召喚物防禦|ウィロウイング|윌로|Weidend|Ondoyant|del Sauce|Wierzący
prefix_hallowing|Hallowing||Santificante|Опустошающий|T3召喚物防禦|ハローイング|할로우|Heiligen|Sanctuaire|Santificador|Hallowiński
prefix_festering|Festering||Purulento|Гниющий|T2召喚物防禦|フェステリング|페스터|Eiternd|Supprisant|Purulento|Gnijący
prefix_slendering|Slendering||Esbelto|Исчезающий|●T1召喚物防禦● |スレンダリング|슬렌더|Schlängelnd|Amincissant|Esbelto|Wychudzający
prefix_sinister|Sinister||Sinistro|Зловещий|T5隨機技能|シニスター|시니스터|Unheilvoll|Sinistre|Siniestro|Złowrogi
prefix_malevolent|Malevolent||Malevolente|Злобный |T4隨機技能|マリボレント|말레벌런트|Bösartig|Mauvais|Malévolo|Złośliwy
prefix_demonic|Demonic||Demoníaco|Демонический|T3隨機技能|デモニック|데모닉|Dämonisch|Démoniaque|Demoníaco|Demoniczny
prefix_diabolic|Diabolic||Diabólico|Дьявольский|T2隨機技能|ディアボリック|디아볼릭|Diabolisch|Diabolique|Diabólico|Diaboliczny
prefix_sacrilegious|Sacrilegious||Sacrílego|Святотатственный|●T1隨機技能●|サクリリジアス|새크릴리저스|Sakrilegisch|Sacrilège |Sacrílego|Świętokradczy
prefix_precise|Precise||Preciso|Точный|T5命中率%|プリサイス|프리사이스|Präzise|Précis|Preciso|Precyzyjny
prefix_accurate|Accurate||Correto|Прецизионный|T4命中率%|アキュレイト|애큐릿|Genau|Exact|Certero|Dokładny
prefix_locked|Locked||Trancado|Заблокированный|T3命中率%|ロックド|락드|Fixiert|Verrouillé|Bloqueado|Zablokowany
prefix_bullseye|Bullseye||Exato|Меткий стрелок|T2命中率%|ブルズアイ|불스아이|Volltreffer|Cible parfaite|Ojo de Toro|Oko Byka
prefix_sniper|Sniper||Sniper|Снайперский|●T1命中率%● |スナイパー|스나이퍼|Scharfschütze|Sniper|del Francotirador|Snajper
prefix_accursed|Accursed||Amaldiçoado|Проклятый|T5命中率（基於等級）|アカースト|어커스트|Verflucht|Maudit|Maldito|Przeklęty
prefix_perfected|Perfected||Aperfeiçoado|Усовершенствованный|T4命中率（基於等級）|パーフェクテッド|퍼펙트|Perfektioniert|Parfait|Perfeccionado|Perfekcyjny
prefix_hardlocked|Hardlocked||Bloqueado|Заблокированный|T3命中率（基於等級）|ハードロックド|하드록드|Hartfixiert|Verrouillé |Bloqueado a la Fuerza|Twardo Zablokowany
prefix_sharpsight|Sharpsight||Perspicácia|Острый прицел|T2命中率（基於等級）|シャープサイト|샤프사이트|Scharfblickend|Visée pointue |Vista Aguda|Ostry Wzrok
prefix_marksman|Marksman||Atirador|Меткий стрелок|●T1命中率（基於等級）● |マークスマン|마크스맨|Meisterschütze|Buteur |del Tirador|Strzelec
prefix_gravedigger|Gravedigger||Coveiro|Могильщик|T5擊殺回血|グレイブディガー|그레이브디거|Totengräber|Fossoyeur |Sepulturero|Grabar
prefix_gravescavenger|Gravescavenger||Cata-tumba|Могильщик|T4擊殺回血|グレイブスカベンジャー|그레이브스캐빈저|Grabschänder|Charognard|Carroñero de Tumbas|Zbieracz Grobów
prefix_corpsemaggot|Corpsemaggot||Larva-corpo|Пожиратель трупов|T3擊殺回血|コープスマゴット|코프스매것|Leichenmade|Mouche du cadavre |Gusano de Cadáver|Larwa Trupia
prefix_corpsemuncher|Corpsemuncher||Come-corpos|Пожиратель трупов|T2擊殺回血|コープスマンチャー|코프스먼처|Leichenfresser|Dévoreur de cadavres |Devoracuerpos|Pożeracz Trupów
prefix_cannibal|Cannibal||Canibal|Каннибал|●T1擊殺回血● |カニバル|캐니벌|Kannibalen|Cannibale|Caníbal|Kanibal
prefix_disciple|Disciple||Discípulo|Ученик|T5擊殺回魔|ディサイプル|디사이플|Jünger|Disciple|Discípulo|Uczeń
prefix_monk|Monk||Monge|Монах|T4擊殺回魔|モンク|몽크|Mönch|Moine|Monje|Mnich
prefix_priest|Priest||Padre|Священник|T3擊殺回魔|プリースト|프리스트|Priester|Prêtre|Sacerdote|Kapłan
prefix_gypsy|Gypsy||Cigano|Цыганка|T2擊殺回魔|ジプシー|집시|Zigeuner|Gitan|Gitano|Cyganka
prefix_exorcist|Exorcist||Exorcista|Экзорцист|●T1擊殺回魔● |エクソシスト|엑소시스트|Exorzist|Exorciste|Exorcista|Egzorcysta
prefix_walking|Walking||Caminhante|Ходящий|T5移速|ウォーキング|워크|Wandelnd|Marchant|Caminante|Chodzący
prefix_traveling|Traveling||Viajante|Путешествующий|T4移速|トラベリング|트래블|Reisend|Voyageur|Viajero|Podróżujący
prefix_sneaking|Sneaking||Sorrateiro|Крадущийся|T3移速|スニーキング|스닉|Schleichend|Discret|Sigiloso|Skradający Się
prefix_blinking|Blinking||Piscante|Мерцающий|T2移速|ブリンキング|블링크|Blinkend|Clignotant|Parpadeante|Mrugający
prefix_phasing|Phasing||Phasing|Фазерный|●T1移速● |フェイジング|페이즈|Phasenwandel|Phasant|Fásico|Fazujący
prefix_scarface|Scarface||Scarface|Шрамолицый|T5暴傷|スカーフェイス|스카페이스|Narbengesicht|Scarface|Cara Cortada|Bliznowata Twarz
prefix_hitman|Hitman||Agressor|Киллмен |T4暴傷|ヒットマン|힛맨|Auftragskiller|Tueur à gages|Sicario|Płatny Zabójca
prefix_assassin|Assassin||Assassino|Убийца|T3暴傷|アサシン|어쌔신|Assassinen|Assassin|Asesino|Zabójca
prefix_ninja|Ninja||Ninja|Ниндзя|T2暴傷|ニンジャ|닌자|Ninja|Ninja|Ninja|Ninja
prefix_deadeye|Deadeye||Olho-morto|Меткий стрелок|●T1暴傷● |デッドアイ|데드아이|Scharfschützen|Œil de lynx|Ojo Muerto|Martwe Oko
prefix_wanderer|Wanderer||Errante|Странник|T5暴率|ワンダラー|원더러|Wanderer|Vagabond|Vagabundo|Wędrowiec
prefix_stalker|Stalker||Perseguidor|Сталкер|T4暴率|ストーカー|스토커|Verfolger|Traqueur|Acechador|Szpieg
prefix_packleader|Packleader||Líder|Вожак стаи|T3暴率|パックリーダー|팩리더|Rudelführer|Chef de meute|Líder de Manada|Przywódca Stada
prefix_apex|Apex||Alfa|Вершина|T2暴率|エイペックス|에이펙스|Apex|Apex |Ápex|Apex
prefix_predator|Predator||Predador|Хищник|●T1暴率● |プレデター|프레데터|Raubtier|Prédateur|Depredador|Drapieżnik
prefix_pickpocket|Pickpocket||Carteirista|Карманник|T5金幣|ピックポケット|픽포켓|Taschendieb|Pickpocket|Carterista|Złodziej
prefix_thieves|Thieve's||do Ladrão|Вор|T4金幣|シーヴズの|시프|Diebes|Voleurs|Ladrón|Złodziejski
prefix_vultures|Vulture's||do Abutre|Стервятник|T3金幣|ヴァルチャーズの|벌처|Geiers|Vautour|Buitre|Sępa
prefix_greedy|Greedy||Ganancioso|Жадный|T2金幣|グリーディー|그리디|Gierig|Avide|Codicioso|Chciwy
prefix_whitecollar|Whitecollar||Colarinho Branco|Белый воротничок|●T1金幣● |ホワイトカラー|화이트칼라|Weißkragen|Délinquant en col blanc|de Cuello Blanco|Biały Kołnierzyk
prefix_mangling|Mangling||Mutilação|Увечье|T5壓碎|マングリング|맨글|Zerfetzend|Mutilation|Descuartizador|Miażdżący
prefix_trashing|Trashing||Destruido|Разрушение|T4壓碎|トラッシング|트래시|Zerstörend|Démolition|Destructor|Niszczący
prefix_breaking|Breaking||Quebrado|Разрушение|T3壓碎|ブレイキング|브레이크|Brechend|Briser|Quebrador|Łamiący
prefix_maiming|Maiming||Mutilado|Калечащее|T2壓碎|メイミング|메임|Verstümmelnd|Mutilation|Mutilador|Okaleczający
prefix_crushing|Crushing||Esmagado|Сокрушение|●T1壓碎●|クラッシング|크러시|Zermalmend|Écrasement|Aplasta|Miażdżący
prefix_crucial|Crucial||Crucial|Крайне важный|T5致命|クルーシャル|크루셜|Entscheidend|Crucial|Crucial|Kluczowy
prefix_sharp|Sharp||Afiado|Острый|T4致命|シャープ|샤프|Scharf|Tranchant|Afilado|Ostry
prefix_deadly|Deadly||Mortal|Смертельный|T3致命|デッドリー|데들리|Tödlich|Mortelant|Mortífero|Śmiertelny
prefix_fatal|Fatal||Fatal|Фатальный|T2致命|フェイタル|페이탈|Fatal|Fatalement |Fatal|Fatalny
prefix_eliminating|Eliminating||Eliminado|Устраняющий|●T1致命● |エリミネイティング|엘리미네이트|Eliminierend|Éliminer|Eliminador|Eliminujący
