[enemies]|en|fi|pt|ru|zh|ja|ko|de|fr|sp|pl
uberAnubis_spell_05|Unholy Voltage|Epäpyhä jännite|Voltagem Profana|Нечестивое Напряжение|邪惡電壓|邪悪なる電撃|언홀리 볼티지|Unheilige Spannung|Tension Impie|Voltaje Profano|Nieświęte Napięcie
uberAnubis_spell_06|Blood of Amun Ra|Amun Ran veri|Sangue de Amon Ra|Кровь Амуна Ра|阿蒙拉之血|アムン・ラーの血|아문 라의 피|Blut von Amun Ra|Sang d'Amon Rê|Sangre de Amun Ra|Krew Amun Ra
spell_endrixia_01|Pillars of Destruction|Tuhoamisen pilarit|Pilares da Destruição|Столпы Разрушения|毀滅之柱（命中後100%禁療持續15秒，灼燒5秒）|破壊の柱|필러즈 오브 디스트럭션|Säulen der Zerstörung|Piliers de Destruction|Envoltorios Demoníacos|Filaru Zniszczenia
spell_endrixia_02|Falling Sky|Lanteeva taivas|Céu Caído|Падающее Небо|天空墜落（命中後100%禁療持續15秒）|落ちゆく空|폴링 스카이|Fallender Himmel|Ciel Tombant|Agarre del Horror|Spadające Niebo
spell_endrixia_03|Dragonflight|Lohikäärmeenlento|Voo do Dragão|Полет Дракона|巨龍崛起（命中後100%禁療持續15秒，減速2秒）|ドラゴンフライト|드래곤플라이트|Drachenschwarm|Vol Draconique|Esencia del Sifón|Lot Smoka
spell_akora_0|Demonic Wrappings|Demoniset kääreet|Invólucros Demoníacos|Демонические Обертывания|惡魔幕簾|悪魔の包帯|데모닉 래핑|Dämonische Umhüllungen|Enveloppements Démoniaques|Carga Demoníaca|Demoniczne Opakowania
spell_akora_1|Grasp of Horror|Kauhun ote|Agarrar o Horror|Хватка Ужаса|恐怖之握|恐怖の掌握|그랩 오브 호러|Griff des Grauens|Emprise de l'Horreur|Alma Errante|Uścisk Horroru
spell_akora_2|Siphon Essence|Imputteleva olemus|Essência do Sifão|Вытягивание Эссенции|虹吸精華|エッセンスの吸収|시폰 에센스|Essenz abzapfen|Siphon d'Essence|Cosecha de Almas|Ssanie Esencji
spell_demonZealot_0|Demonic Charge|Demoninen lataus|Carga Demoníaca|Демонический Заряд|惡魔衝鋒|悪魔の突撃|디모닉 차지|Dämonische Ladung|Charge Démoniaque |Pilares de Destrucción|Demoniczna Szarża
spell_demonZealot_1|Wandering Soul|Vaeltava sielu|Alma Errante|Блуждающая Душа|流浪靈魂|彷徨う魂|원더링 소울|Wandernde Seele|Âme errante|Cielo que Cae|Wędrująca Dusza
spell_demonZealot_2|Soul Harvest|Sielun sato |Colheita de Almas|Сбор Душ|靈魂收割|魂の収穫|소울 하베스트|Seelenernte|Récolte d'âmes|Vuelo del Dragón|Żniwa Dusz
spell_uberChaosTower_01|Waves of Blood|Veren aallot|Ondas de Sangue|Волны Крови|血浪|血の波|피의 파도|Blutwellen|Vagues de sang|Ondas de Sangre|Fale Krwi
spell_uberChaosTower_02|Chaos Turrets|Kaaoksen tornit|Torres do Caos|Башни Хаоса|混沌砲塔|混沌のタレット|카오스 포탑|Chaostürme|Tourelles du chaos|Torretas del Caos|Chaos Turrets
spell_uberChaosTower_03|Corrosive Rain|Syövyttävä sade|Chuva Corrosiva|Коррозийный Дождь|腐蝕之雨|腐食の雨|부식성 비|Ätzender Regen|Pluie corrosive|Lluvia Corrosiva|Żrący Deszcz
spell_uberChaosTower_04|Time To Reap|Aika Korota |Hora da Colheita|Время Жатвы|收割時刻|刈り取る時 |수확의 시간 |Zeit zu ernten|L'heure de la récolte|Hora de Cosechar|Czas na Żniwa
spell_damien_01|Unleashed Agony|Päästä tuska valloilleen|Agonia Libertada|Освобожденная Агония|釋放痛苦|解き放たれた苦痛|언리시드 어고니|Entfesselte Qual|Agonie déchaînée|Agonía Desatada|Uwolniona Agonia
spell_damien_02|Mirror’s of Darkness|Pimeyden peilit|Espelhos da Escuridão|Зеркала Тьмы|黑暗之鏡|闇の鏡|미러즈 오브 다크니스|Spiegel der Dunkelheit|Miroirs des ténèbres|Espejos de la Oscuridad|Lustra Ciemności
spell_damien_03|Masked Agony|Naamioitu tuska|Agonia Mascarada|Замаскированная Агония|痛苦面具|仮面の苦悶|마스크드 어고니|Maskierte Qual|Agonie masquée|Agonía Enmascarada|Zamaskowana Agonia
spell_damien_04|Blood Surge|Verenvuodon aalto|Onda de Sangue|Кровавый Прилив|血液浪湧|血の奔流|블러드 서지|Blutwoge|Déferlement de sang|Oleada de Sangre|Fala Krwi
spell_damien_05|Pools of Agony|Kuskan altaat |Poças de Agonia |Озера Агонии |痛苦水池 |苦痛の沼 |풀스 오브 어고니|Quälereien|Flots d'agonie |Charcos de Agonía|Kałuże Agonii
spell_uberArchitect_1|Vector Shards|Vektoripalat|Fragmentos de Vetor|Векторные осколки|向量碎片|ベクター・シャード|벡터 샤드|Vektorsplitter|Éclats vectoriels|Fragmentos Vectoriales|Odłamki Wektora
spell_uberArchitect_2|Rift Collapse|Halkeaman romahdus|Colapso da Fenda|Коллапс Разлома|裂縫崩塌|リフト・コラプス|균열 붕괴|Riftkollaps|Effondrement de faille|Colapso de Grieta|Zawalenie Riftu
spell_uberArchitect_3|Fractured Time||Tempo Fraturado|Расколотое время|時間裂痕|断片化された時間|파편화된 시간|Gebrochene Zeit|Temps fracturé|Tiempo Fracturado|Pęknięty Czas
spell_uberArchitect_4|Vorpal Chains||Cadeias Vorpais|Ворпальные цепи|沃帕爾鎖鏈|ヴォーパル連鎖|보팔 사슬|Vorpalketten|Chaînes vorpales|Cadena Vorpal|Vorpalowe Łańcuchy
spell_uberArchitect_5|Temporal Storm||Tempestade Temporal|Временная буря|時間風暴|時間的嵐|시간의 폭풍|Zeitsturm|Tempête temporelle|Tormenta Temporal|Burza Czasowa
spell_uberArchitect_6|Vorpal Looping Chains||Cadeias Vorpais em Loop|Ворпальные зацикленные цепи|沃帕爾循環鎖鏈|ヴォーパルループ連鎖|보팔 루핑 사슬|Vorpalschleifenketten|Chaînes vorpales bouclées|Bucle de Cadena Vorpal|Vorpalowe Zapętlone Łańcuchy
spell_uberArchitect_7|Minor Collapse||Colapso Menor |Небольшой коллапс |小規模崩塌 |小規模な崩壊 |소규모 붕괴 |Geringer Kollaps|Effondrement mineur |Colapso Mensageiro|Mniejsze Zawalenie
spell_karp_king_0|Balls of Doom|Tuomion pallot|Bolas da Perdição|Шары смерти|末日之球|破滅の球|파멸의 구슬|Bälle des Untergangs|Boules du destin|Bolas de Perdición|Kule Zagłady
spell_karp_king_1|Megabeam|Megasäde|Megaraio|Мегалуч|巨型光束|メガビーム|메가빔|Megastrahl|Mégafaisceau|Megarrayo|Megabeam
spell_karp_king_2|Zen Pools|Zen-altaat|Poças Zen|Дзен-бассейны|禪池|禅の泉|젠 풀|Zen-Pools|Piscines zen|Pozas Zen|Zen Kałuże
spell_mevius_0|Dimension Portal|Ulottuvuusportaali|Portal Dimensional|Портал измерений|維度傳送門|次元ポータル|차원 포털|Dimensionsportal|Portail dimensionnel|Portal Dimensional|Portal Wymiarów
spell_mevius_1|Summon Disciples|Opetuslasten kutsuminen|Invocar Discípulos|Призыв учеников|召喚信徒|信徒召喚|제자 소환|Jünger beschwören|Invocation de disciples|Invocar Discípulos|Przyzwanie Uczniów
spell_mevius_2|Wall of Tentacles|Lonkeroiden muuri |Parede de Tentáculos |Стена щупалец |觸手牆 |触手の壁 |촉수의 장벽|Tentakelwand|Mur de tentacules |Muro de Tentáculos|Ściana Macek
spell_phantomLeviathan_01|Skeletal Armada||Armada Esquelética|Армада скелетов|骸骨艦隊|骸骨の艦隊|해골 함대|Skelett-Armada|Armada squelettique|Flota Esquelética|Szkieletowa Armada
spell_phantomLeviathan_02|Deadly Slice||Corte Mortal|Смертельный разрез|致命斬擊|死の斬撃|치명적인 베기|Tödlicher Hieb|Entaille mortelle|Tajo Mortal|Zabójcze Cięcie
spell_phantomLeviathan_03|Cursed Cannonfodder||Bucha de Canhão Amaldiçoada|Проклятое пушечное мясо|被詛咒的砲灰|呪われし捨て駒|저주받은 총알받이|Verfluchtes Kanonenfutter|Chair à canon maudite|Carne de Cañón Maldita|Przeklęte Mięso Armatnie
spell_phantomLeviathan_04|Slicing Crush||Golpe Esmagador Cortante|Нарезка Крах|斬裂粉碎|斬り砕く一撃|베기 분쇄|Zerschmetternder Hieb|Écrasement tranchant|Aplastamiento Cortante|Miażdżące Cięcie
spell_bloodMaiden_01|Parasitic Tentacles||Tentáculos Parasitas|Паразитические щупальца|寄生觸手|寄生触手|기생 촉수|Parasitäre Tentakel|Tentacules parasites|Tentáculos Parásitos|Pasożytnicze Macki
spell_bloodMaiden_02|Sonar Pulse||Pulso de Sonar|Гидролокационный импульс|聲納脈衝|ソナーパルス|소나 파동|Sonarimpuls|Impulsion sonar|Pulso Sonar|Impuls Sonarowy
spell_bloodMaiden_03|Heart Surge||Surto Cardíaco|Сердечный всплеск|心潮湧動|心臓の鼓動|심장 파동|Herzstoß|Surtension cardiaque|Oleada Cardíaca|Przypływ Energii Serca
spell_bloodMaiden_04|Parasitic Swarm||Enxame Parasita|Паразитический рой|寄生蟲群|寄生生物の群れ|기생 군집|Parasitärer Schwarm|Essaim parasite|Enjambre Parásito|Pasożytniczy Rój
spell_captainGrimtide_01|Anchor Swing||Golpe de Âncora|Якорные качели|錨鏈揮擊|錨の強打|닻 휘두르기|Ankerschwung|Coup d'ancre|Golpe de Ancla|Wymach Kotwicą
spell_captainGrimtide_02|Ship Crew||Tripulação do Navio|Судовая команда|召喚船員|船の乗組員|선원 소환|Schiffsbesatzung|Équipage du navire|Tripulación del Barco|Załoga Okrętu
spell_captainGrimtide_03|Ghost Armada||Armada Fantasma|Армия призраков|幽靈艦隊|亡霊の艦隊|유령 함대|Geisterarmada|Armada fantôme|Armada Fantasmal|Widmowa Armada
spell_captainGrimtide_04|Underwater Grave||Túmulo Subaquático|Подводная могила|水底之墓|水底の墓場|수중 무덤|Unterwassergrab|Tombe sous-marine|Tumba Submarina|Podwodny Grób
spell_cthulhu_01|Legion of Ether||Legião do Éter|Легион Эфира|乙太軍團|エーテルの軍団|에테르 군단|Legion des Äthers|Légion d'éther|Legión Etérea|Legion Eteru
spell_cthulhu_02|Ethereal Destruction||Destruição Etérea|Эфирное уничтожение|乙太毀滅|霊的破壊|에테르 파괴|Ätherische Zerstörung|Destruction éthérée|Destrucción Etérea|Eteryczna Zagłada
spell_cthulhu_03|Void Tether||Vínculo do Vazio|Пустотная привязь|虛空束縛|ヴォイド・テザー|공허의 속박|Leerenbindung|Lien du Vide|Atadura del Vacío|Więź Pustki
spell_cthulhu_04|Ether´s Construct||Constructo do Éter|Конструкт Эфира|乙太構裝體|エーテルの被造物|에테르의 구조물|Äther-Konstrukt|Créature d'éther|Constructo de Éter|Konstrukt Eteru
spell_cthulhu_05|Vorpal Strike||Golpe Vorpal|Блестящий удар|斬首打擊|ヴォーパル・ストライク|보팔 강타|Vorpal-Schlag|Frappe vorpale|Golpe Vorpal|Vorpalowe Uderzenie
spell_kaelith_01|Dimensional Strike||Golpe Dimensional|Пространственный удар|維度打擊|次元の斬撃|차원 강타|Dimensionsschlag|Frappe dimensionnelle|Golpe Dimensional|Uderzenie Międzywymiarowe
spell_kaelith_02|Tentacle Storm||Tempestade de Tentáculos|Буря щупалец|觸手風暴|触手の嵐|촉수 폭풍|Tentakelsturm|Tempête de tentacules|Tormenta de Tentáculos|Burza macek
spell_kaelith_03|Summon Cultist||Invocar Cultista|Вызвать культиста|召喚邪教徒|狂信者の召喚|광신도 소환|Kultisten beschwören|Invocation de cultiste|Invocar Cultista|Przyzwanie Kultysty
spell_kaelith_04|Pools of Ether||Poças de Éter |Бассейны Эфира|乙太之池|エーテルの溜まり |에테르 웅덩이|Äther-Pfützen |Bassins d'éther |Charcos de Éter|Sadzawki Eteru
|||||||||||
[Affixes]|||||||||||
affixChampion|Champion|Mestari|Campeão |Чемпион|≤鬥士≥|チャンピオン|챔피언|Champion|Champion|Campeón|Champion
affixFractal|Fractal|Fraktaali|Fractal|Фрактальный|≤分形≥|フラクタル|프랙탈|Fraktal|Fractale|Fractal|Fraktalny
affixRaging|Raging|Raivoava|Furioso|Бешеный|≤狂暴≥|激怒|격노|Wütend|Rageux|Furioso|Wściekły
affixEnraged|Enraged|Raivostunut|Enfurecido|Разъяренный|≤暴怒≥|憤怒|분но|Wütend|Enragé|Enfurecido|Rozwścieczony
affixHaunted|Haunted|Kummiteltu|Assombrado|Призрачный|≤鬼魅≥|幽霊化|귀신 들림|Geist|Hanté|Embrujado|Nawiedzony
affixVampiric|Vampiric|Vampyyri|Vampírico|Вампирский|≤吸血≥|ヴァンパイアリック|흡혈|Vampirisch|Vampirique|Vampírico|Wampiryczny
affixBurstShot|Burst Shot|Sarjalaukaus|Tiro em Rajada|Взрывной выстрел|≤爆裂射擊≥|バーストショット|속사|Feuerstoß|Tir en rafale|Ráfaga de Disparos|Salwa Wybuchowa
affixPossessed|Possessed|Riivattu|Possuído|Одержимый|≤附身≥|憑依|빙의된|Besessen|Possédé|Poseído|Opętany
affixExtraFast|Extra Fast|Erittäin nopea|Extra-rápido|Экстра быстрый|≤神速≥|超高速|매우 빠름|Extraschnell|Extra rapide|Extra Rápido|Ekstra Szybki
affixExtraStrong|Extra Strong|Erittäin vahva|Extra-forte|Экстра сильный|≤強壯≥|超強力|매우 강함|Extrastark|Extra puissant|Extra Fuerte|Ekstra Mocny
affixStoneSkin|Stoneskin|Kivinahka|Pele de Pedra|Каменная кожа|≤石膚≥|ストーンスキン|돌가죽|Steinhaut|Peau de pierre|Piel de Piedra|Skóra z Kamienia
affixColdEnchanted|Cold Enchanted|Kylmänlumottu|Encantado pelo Gelo|Зачарованный холодом|≤冰霜附魔≥|冷気付与|냉기 마법 부여|Kälteverzaubert|Enchanté par le froid|Encantado por Frío|Zaczarowany Zimnem
affixFireEnchanted|Fire Enchanted|Tulenlumottu|Encantado pelo Fogo|Зачарованный огнем|≤火焰附魔≥|火炎付与|화염 마법 부여|Feuerverzaubert|Enchanté par le feu|Encantado por Fuego|Zaczarowany Ogniem
affixLightningEnchanted|Lightning Enchanted|Salamanlumottu|Encantado pelo Raio|Зачарованный молнией|≤閃電附魔≥|雷撃付与|번개 마법 부여|Blitzverzaubert|Enchanté par la foudre|Encantado por Rayo|Zaczarowany Błyskawicami
affixMagicResistant|Magic Resistant|Taikuutta kestävä|Resistente a Magia|Сопротивляющийся магии|≤魔法抗性≥|魔法耐性|마법 저항|Magieresistent|Résistant à la magie|Resistente a Magia|Odporny na Magię
affixManaBurn|Manaburn|Manapoltto|Queima-mana|Ожог маны|≤法力燃燒≥|マナバーン|마나 번|Manabrand|Brûlure de mana|Quema-maná|Wypalacz Many
affixMultiShot|Multishot|Monilaukaus|Tiro Múltiplo|Мультишот|≤多重射擊≥|マルチショット|다중 사격|Mehrfachschuss|Tir multiple|Disparo Múltiple|Wielostrzał
affixTreasureGobbler|Treasure Gobbler|Aarteenahkaaja|Gobbler do Tesouro|Пожиратель сокровищ|≤寶藏吞噬者≥|トレジャーゴブラー|보물 도둑|Schatzfresser|Glouton de trésors|Devorador de Tesoros|Pożeracz Skarbów
affixArcanasCurse|Arcana’s Curse|Arcanan kirous|Maldição Arcana|Проклятие арканы|≤奧術詛咒≥|アーカナの呪い|아케이나의 저주|Arkanes Fluch|Malédiction des arcanes|Maldición Arcana|Klątwa Arkany
affixVenomous|Venomous|Myrkyllinen|Venenoso|Ядовитый|≤劇毒≥|毒性|맹독성|Giftig|Venimeux|Venenoso|Jadowity
affixPunisher|Punisher|Rankaisija|Castigador|Каратель|≤懲罰者≥|パニッシャー|처벌자|Bestrafer|Punisseur|Castigador|Karzący
affixFallenAngel|Fallen Angel|Langennut enkeli|Anjo Caído|Падший ангел|≤墮落天使≥|堕天使|타락천사|Gefallener Engel|Ange déchu|Ángel Caído|Upadły Anioł
affixCommander|Commander|Komentaja|Comandante|Командир|≤指揮官≥|司令官|커맨더|Kommandant|Commandant|Comandante|Dowódca
affixGuardianOfHell|Guardian of Hell|Helvetin vartija|Guardião do Inferno|Хранитель ада|≤地獄守護者≥|地獄の守護者|지옥의 수호자|Höllenwächter|Gardien des enfer|Guardián del Infierno|Strażnik Piekieł
affixBloating|Bloating|Turvonnut|Inchaço|Вздутие|≤經驗≥|膨張|팽창한|Aufgebläht|Bonheur|Hinchado|Wzdęty
affixSharpShooter|Sharpshooter|Tarkka-ampuja|Atirador de Elite|Меткий стрелок|≤神射手≥|名射手|저격수|Scharfschütze|Tireur d'élite|Tirador de Elite|Snajper
affixPyromaniac|Pyromaniac|Pyromani|Piromaníaco|Пироман|≤縱火狂≥|パイロマニアック|방화광|Pyromane|Pyromane|Pirómano|Piromaniak
affixBerserker|Berserker|Berserkeri|Berserker|Берсерк|≤狂戰士≥|バーサーカー|광전사|Berserker|Berserker|Berserker|Berserker
affixProximityTangible|Proximity Tangible|Läheisyys Konkreettinen|Proximidade Tangível|Осязаемый близость|≤近身實體化≥|接近実体化|근접 물리화|Annäherungsgreifbar|Proximité tangible|Proximidad Tangible|Proximity Tangible
affixDivine|Divine|Jumalallinen|Divino|Божественный|≤神聖≥|近接実体|신성함|Göttlich|Divin|Divino|Boski
affixShielding|Shielding|Suojaava|Escudo |Щит |≤護盾≥|神聖な|차폐 |Abschirmend|Bouclier |Escudo|Osłaniający
affixFearless|Fearless|Peloton|Destemido|Бесстрашный|≤無畏≥|恐れ知らず|두려움 없는|Furchtlos|Intrépide|Intrépido|Nieustraszony
affixThickSkin|Thick Skin|Paksu iho|Pele Grossa|Толстая кожа|≤厚皮≥|厚い皮膚|두꺼운 피부|Dickhäutig|Peau épaisse|Piel Gruesa|Gruba Skóra
affixAntiMagus|Antimagus|Antimagi|Antimágico|Антимагус|≤反魔法≥|アンチメイガス|안티마구스|Antimagus|Antimagus|Anti-mago|Antymag
affixColossal|Colossal |Kolossaalinen|Colossal|Колоссальный|≤巨人≥|巨大|거대한|Kolossal|Colossal|Colosal|Kolosalny
affixStealthy|Stealthy|Hiiviskeleva |Furtivo |Скрытный |≤隱密≥|ステルス |은밀한 |Verstohlen|Furtif |Sigiloso|Skradający Się
affixTimeLapsing|Time Lapsing||Tempo decorrido |Замедление времени|≤時光流逝≥|タイムラプス|타임랩스|Zeitraffer|Échappement|Transcurso del Tiempo|Opóźniający Czas
affixWasped|Wasped||Desperdiçado|Избитый|≤蜂群≥|スズメバチの群れ|말벌|Wespen|Guêpe|Avispa|Osowiony
affixBlazing|Blazing||Ardente |Пылающий |≤熾熱≥|燃え盛る |불타오르는 |Flammend|Enflammé |Ardiente|Płonąca
