[quest]|en|fi|pt|ru|zh|ja|ko|de|fr|sp|pl
|||||||||||
[TUTORIAL]|||||||||||
quest_name_1|Skills and Stats||Habilidades e Atributos| Навыки и статистика|技能和屬性|スキルとステータス|스킬과 능력치||
quest_require_valhalla_chain|You must have the Valhalla storyline quests completed to be eligible for today’s Bounty Quest!||Você deve ter concluído as missões do enredo de Valhalla para se qualificar para a Caçada de hoje!| Чтобы принять участие в сегодняшнем квесте «Баунти», вы должны пройти сюжетные задания Валгаллы!|您必須完成瓦爾哈拉主線任務才有資格參加每日的賞金任務|今日のバウンティクエストに参加するには、ヴァルハラのストーリークエストを完了している必要があります！|오늘의 현상금 퀘스트를 수행하려면 발할라 스토리라인 퀘스트를 완료해야 합니다!||
quest_require_valhalla_dlc|You must own a copy of The Gates of Valhalla Expansion and have the Valhalla storyline quests completed to be eligible for today’s Bounty Quest!||Você deve possuir uma cópia da expansão The Gates of Valhalla e ter concluído as missões do enredo de Valhalla para se qualificar para a Caçada de hoje!| Вы должны владеть копией расширения «Врата Валгаллы» и пройти сюжетные квесты Валгаллы, чтобы получить право на участие в сегодняшнем квесте «Баунти»!|您必須擁有《瓦爾哈拉之門》DLC!|今日のバウンティクエストに参加するには、『ヴァルハラの門』拡張パックを所持しており、かつヴァルハラのストーリークエストを完了している必要があります！|오늘의 현상금 퀘스트를 수행하려면 발할라의 문 확장팩을 소유하고, 발할라 스토리라인 퀘스트를 완료해야 합니다!||
|||||||||||
|||||||||||
quest_name_1280|Stabilizing The Rifts||||穩定裂痕||||
quest_description_1280|Find and clear unstable rifts for Magister Kujala. Return to the town of Inoya when you are done!||||為Magister Kujala尋找並清理不穩定的裂隙。完成後返回伊諾亞小鎮||||
quest_objective_1280_1|Monsters slain within unstable rift||||在不穩定裂縫中殺死的怪物||||
quest_name_1281|Essence Lockpicking||||開鎖精華||||
quest_description_1281|Obtain an open essence vaults by fulfilling the vaults contract! Return to the town of Inoya when you are done!||||完成寶庫契約，即可獲得一個開放的精華寶庫！完成後返回伊諾亞鎮！||||
quest_objective_1281_1|Essence Vaults opened||||精華寶庫開啟||||
quest_name_1282|Vault Master||||寶庫大師||||
quest_description_1282|Craft and open Tier A+ vaults for Magister Kujala. Return to the town of Inoya when you are done!||||為Magister Kujala製作並開啟A級以上的寶庫。完成後返回伊諾亞小鎮||||
quest_objective_1282_1|Essence Vaults crafted||||精華寶庫製作||||
quest_objective_1282_2|Tier A+ Essence Vaults opened||||開啟A階以上的寶庫||||
||||||||||||
quest_name_1500|Ethering Wormhole Level 1||Buraco de Minhoca Etéreo|Эфирная червоточина|乙太蟲洞(完成獲得乙太天賦點)|イーサリング・ワームホール|에테르 웜홀|Verankerndes Wurmloch|Trou de ver éthéré|Agujero de Gusano Ethering|Eteryczny Tunel Robaka
quest_description_1500|Clear wormhole level 1||Buraco de minhoca limpo nível 1|Уровень червоточины 1 пройден|清除蟲洞 1 级，即可獲得乙太天賦點|ワームホール レベル1 クリア|웜홀 레벨 1 클리어|Wurmloch Stufe 1 abgeschlossen|Trou de ver niveau 1 terminé|Agujero de gusano nivel 1 despejado|Wyczyść poziom tunelu robaka 1
quest_objective_1500_1|Wormhole Cleared||Buraco de minhoca limpo|Червоточина пройдена|完成蟲洞|ワームホールクリア|웜홀 클리어 완료|Wurmloch abgeschlossen|Trou de ver terminé|Agujero de gusano despejado|Tunel Robaka Wyczyszczony
quest_name_1501|Ethering Wormhole Level 5||Buraco de minhoca Etéreo|Эфирная червоточина|乙太蟲洞(完成獲得乙太天賦點)|イーサリング・ワームホール|에테르 웜홀|Verankerndes Wurmloch|Trou de ver éthéré|Agujero de gusano Ethering|Eteryczny Tunel Robaka
quest_description_1501|Clear wormhole level 5||Buraco de minhoca limpo nível 5|Уровень червоточины 5 пройден|清除蟲洞 5 级，即可獲得乙太天賦點|ワームホール レベル5 クリア|웜홀 레벨 5 클리어|Wurmloch Stufe 5 abgeschlossen|Trou de ver niveau 5 terminé|Agujero de gusano nivel 5 despejado|Wyczyść poziom tunelu robaka 5
quest_objective_1501_1|Wormhole Cleared||Buraco de minhoca limpo|Червоточина пройдена|完成蟲洞|ワームホールクリア|웜홀 클리어 완료|Wurmloch abgeschlossen|Trou de ver terminé|Agujero de gusano despejado|Tunel Robaka Wyczyszczony
quest_name_1502|Ethering Wormhole Level 10||Buraco de minhoca Etéreo|Эфирная червоточина|乙太蟲洞(完成獲得乙太天賦點)|イーサリング・ワームホール|에테르 웜홀|Verankerndes Wurmloch|Trou de ver éthéré|Agujero de gusano Ethering|Eteryczny Tunel Robaka
quest_description_1502|Clear wormhole level 10||Buraco de minhoca limpo nível 10|Уровень червоточины 10 пройден|清除蟲洞 10 级，即可獲得乙太天賦點|ワームホール レベル10 クリア|웜홀 레벨 10 클리어|Wurmloch Stufe 10 abgeschlossen|Trou de ver niveau 10 terminé|Agujero de gusano nivel 10 despejado|Wyczyść poziom tunelu robaka 10
quest_objective_1502_1|Wormhole Cleared||Buraco de minhoca limpo|Червоточина пройдена|完成蟲洞|ワームホールクリア|웜홀 클리어 완료|Wurmloch abgeschlossen|Trou de ver terminé|Agujero de gusano despejado|Tunel Robaka Wyczyszczony
quest_name_1503|Ethering Wormhole Level 15||Buraco de minhoca Etéreo|Эфирная червоточина|乙太蟲洞(完成獲得乙太天賦點)|イーサリング・ワームホール|에테르 웜홀|Verankerndes Wurmloch|Trou de ver éthéré|Agujero de gusano Ethering|Eteryczny Tunel Robaka
quest_description_1503|Clear wormhole level 15||Buraco de minhoca limpo nível 15|Уровень червоточины 15 пройден|清除蟲洞 15 级，即可獲得乙太天賦點|ワームホール レベル15 クリア|웜홀 레벨 15 클리어|Wurmloch Stufe 15 abgeschlossen|Trou de ver niveau 15 terminé|Agujero de gusano nivel 15 despejado|Wyczyść poziom tunelu robaka 15
quest_objective_1503_1|Wormhole Cleared||Buraco de minhoca limpo|Червоточина пройдена|完成蟲洞|ワームホールクリア|웜홀 클리어 완료|Wurmloch abgeschlossen|Trou de ver terminé|Agujero de gusano despejado|Tunel Robaka Wyczyszczony
quest_name_1504|Ethering Wormhole Level 20||Buraco de minhoca Etéreo|Эфирная червоточина|乙太蟲洞(完成獲得乙太天賦點)|イーサリング・ワームホール|에테르 웜홀|Verankerndes Wurmloch|Trou de ver éthéré|Agujero de gusano Ethering|Eteryczny Tunel Robaka
quest_description_1504|Clear wormhole level 20||Buraco de minhoca limpo nível 20|Уровень червоточины 20 пройден|清除蟲洞 20 级，即可獲得乙太天賦點|ワームホール レベル20 クリア|웜홀 레벨 20 클리어|Wurmloch Stufe 20 abgeschlossen|Trou de ver niveau 20 terminé|Agujero de gusano nivel 20 despejado|Wyczyść poziom tunelu robaka 20
quest_objective_1504_1|Wormhole Cleared||Buraco de minhoca limpo|Червоточина пройдена|完成蟲洞|ワームホールクリア|웜홀 클리어 완료|Wurmloch abgeschlossen|Trou de ver terminé|Agujero de gusano despejado|Tunel Robaka Wyczyszczony
quest_name_1505|Ethering Wormhole Level 25||Buraco de minhoca Etéreo|Эфирная червоточина|乙太蟲洞(完成獲得乙太天賦點)|イーサリング・ワームホール|에테르 웜홀|Verankerndes Wurmloch|Trou de ver éthéré|Agujero de gusano Ethering|Eteryczny Tunel Robaka
quest_description_1505|Clear wormhole level 25||Buraco de minhoca limpo nível 25|Уровень червоточины 25 пройден|清除蟲洞 25 级，即可獲得乙太天賦點|ワームホール レベル25 クリア|웜홀 레벨 25 클리어|Wurmloch Stufe 25 abgeschlossen|Trou de ver niveau 25 terminé|Agujero de gusano nivel 25 despejado|Wyczyść poziom tunelu robaka 25
quest_objective_1505_1|Wormhole Cleared||Buraco de minhoca limpo|Червоточина пройдена|完成蟲洞|ワームホールクリア|웜홀 클리어 완료|Wurmloch abgeschlossen|Trou de ver terminé|Agujero de gusano despejado|Tunel Robaka Wyczyszczony
quest_name_1506|Ethering Wormhole Level 30||Buraco de minhoca Etéreo|Эфирная червоточина|乙太蟲洞(完成獲得乙太天賦點)|イーサリング・ワームホール|에테르 웜홀|Verankerndes Wurmloch|Trou de ver éthéré|Agujero de Gusano Ethering|Eteryczny Tunel Robaka
quest_description_1506|Clear wormhole level 30||Buraco de minhoca limpo nível 30|Уровень червоточины 30 пройден|清除蟲洞 30 级，即可獲得乙太天賦點|ワームホール レベル30 クリア|웜홀 레벨 30 클리어|Wurmloch Stufe 30 abgeschlossen|Trou de ver niveau 30 terminé|Agujero de gusano nivel 30 despejado|Wyczyść poziom tunelu robaka 30
quest_objective_1506_1|Wormhole Cleared||Buraco de minhoca limpo|Червоточина пройдена|完成蟲洞|ワームホールクリア|웜홀 클리어 완료|Wurmloch abgeschlossen|Trou de ver terminé|Agujero de gusano despejado|Tunel Robaka Wyczyszczony
quest_name_1507|Ethering Wormhole Level 35||Buraco de minhoca Etéreo|Эфирная червоточина|乙太蟲洞(完成獲得乙太天賦點)|イーサリング・ワームホール|에테르 웜홀|Verankerndes Wurmloch|Trou de ver éthéré|Agujero de Gusano Ethering|Eteryczny Tunel Robaka
quest_description_1507|Clear wormhole level 35||Buraco de minhoca limpo nível 35|Уровень червоточины 35 пройден|清除蟲洞 35 级，即可獲得乙太天賦點|ワームホール レベル35 クリア|웜홀 레벨 35 클리어|Wurmloch Stufe 35 abgeschlossen|Trou de ver niveau 35 terminé|Agujero de gusano nivel 35 despejado|Wyczyść poziom tunelu robaka 35
quest_objective_1507_1|Wormhole Cleared||Buraco de minhoca limpo|Червоточина пройдена|完成蟲洞|ワームホールクリア|웜홀 클리어 완료|Wurmloch abgeschlossen|Trou de ver terminé|Agujero de gusano despejado|Tunel Robaka Wyczyszczony
quest_name_1508|Ethering Wormhole Level 40||Buraco de minhoca Etéreo|Эфирная червоточина|乙太蟲洞(完成獲得乙太天賦點)|イーサリング・ワームホール|에테르 웜홀|Verankerndes Wurmloch|Trou de ver éthéré|Agujero de gusano Ethering|Eteryczny Tunel Robaka
quest_description_1508|Clear wormhole level 40||Buraco de minhoca limpo nível 40|Уровень червоточины 40 пройден|清除蟲洞 40 级，即可獲得乙太天賦點|ワームホール レベル40 クリア|웜홀 레벨 40 클리어|Wurmloch Stufe 40 abgeschlossen|Trou de ver niveau 40 terminé|Agujero de gusano nivel 40 despejado|Wyczyść poziom tunelu robaka 40
quest_objective_1508_1|Wormhole Cleared||Buraco de minhoca limpo|Червоточина пройдена|完成蟲洞|ワームホールクリア|웜홀 클리어 완료|Wurmloch abgeschlossen|Trou de ver terminé|Agujero de gusano despejado|Tunel Robaka Wyczyszczony
quest_name_1509|Ethering Wormhole Level 45||Etéreo Buraco de Minhoca|Эфирная червоточина Червоточина|乙太蟲洞(完成獲得乙太天賦點)|イーサリングワームホール|에테르 웜홀|Verankerndes Wurmloch|Trou de ver éthéré|Ethering Agujero de gusano|Eteryczny Tunel Robaka
