[Item Stats]|en|fi|pt|ru|zh|ja|ko|de|fr|sp|pl
|||||||||||
[Chaos Tower Debuffs]|||||||||||
ct_shadeOfChaos|Shade of Chaos|Kaaoksen varjo|Sombra do Caos|Тень Хаоса|混沌之影|混沌の影|혼돈의 그늘|Schatten des Chaos|Ombre du chaos|Sombra del Caos|Shade of Chaos
ct_chaosTurrets|Chaos Turrets|Kaaoksen tornit|Torretas do Caos|Башни Хаоса|混沌砲台|混沌のタレット|혼돈의 포탑|Chaostürme|Tourelles du chaos|Torretas del Caos|Chaos Turrets
ct_poolsOfChaos|Pools of Chaos|Kaaoksen altaat|Poças do Caos|Лужи Хаоса|混沌之池|混沌のプール|혼돈의 웅덩이|Chaospfützen|Bassins du chaos|Pozos del Caos|Pools of Chaos
ct_stutter|Stutter|Änkyttää|Gagueira|Заикание|口吃|スタッター|말더듬기|Stottern|Bégaiement|Tartamudeo|Stutter
ct_chaosFortitude|Chaos Fortitude|Chaos Fortitude|Fortitude do Caos|Твёрдость Хаоса|混沌堅韌|混沌の不屈|혼돈의 강인함|Chaos-Kraft|Fortitude du chaos|Fortaleza del Caos|Chaos Fortitude
ct_BloatedIntestines|Bloated Intestines|Turvonnut suolet|Intestinos Inchados|Раздутые кишки|脹氣腸道|膨張した腸|팽창한 내장|Aufgeblähte Därme|Intestins gonflés|Intestinos Hinchados|Bloated Intestines
ct_chaosEnchant|Chaos Enchant|Chaos Enchant|Encantamento do Caos|Чары Хаоса|混沌附魔|混沌のエンチャント|혼돈의 마법 부여|Chaos-Verzauberung|Enchantement du chaos|Encantamiento del Caos|Chaos Enchant
ct_chaosCorrosion|Chaos Corrosion|Kaaoksen korroosio|Corrosão do Caos|Коррозия Хаоса|混沌腐蝕|混沌の腐食|혼돈의 부식|Chaos-Korrosion|Corrosion du chaos|Corrosión del Caos|Chaos Corrosion
ct_absoluteChaos|Absolute Chaos|Absoluuttinen kaaos|Caos Absoluto|Абсолютный Хаос|絕對混沌|絶対的な混沌|절대적인 혼돈|Absolutes Chaos|Chaos absolu|Caos Absoluto|Absolute Chaos
ct_pillarsOfFire|Pillars of Fire|Tulipatsaat|Pilares de Fogo|Столбы Огня|烈焰之柱|火柱|불기둥|Feuersäulen|Piliers de feu|Pilares de Fuego|Pillars of Fire
ct_spawnsOfChaos|Spawns of Chaos|Kaaoksen kutuja|Filhos do Caos|Отпрыски Хаоса|混沌之子|混沌のスポーン|혼돈의 산란|Chaos-Brut|Apparitions du chaos|Engendros del Caos|Spawns of Chaos
ct_legionOfChaos|Legion of Chaos|Kaaoksen legioona|Legião do Caos|Легион Хаоса|混沌軍團|混沌の軍団|혼돈의 군단|Legion des Chaos|Légion du chaos|Legión del Caos|Legion of Chaos
ct_resistanceIsFutile|Resistance is Futile|Vastustus on turhaa|Resistência é Inútil|Сопротивление бесполезно|抵抗是徒勞的|抵抗は無駄|저항은 헛되다|Widerstand ist zwecklos|La résistance est futile|La Resistencia es Fútil|Resistance is Futile
ct_lifeNoMore|Life no More|Elämää ei enää|Vida Não Mais|Жизни больше нет|生機不存|もはや命なし|더 이상 생명이 없다|Kein Leben mehr|Plus de vie|No Más Vida|Life no More
ct_electricChaos|Electric Chaos|Sähköinen kaaos|Caos Elétrico|Электрический Хаос|電能混沌|電気混沌|전기적 혼돈|Elektrisches Chaos|Chaos électrique|Caos Eléctrico|Electric Chaos
ct_arcaniumOfChaos|Arcanium of Chaos|Kaaoksen arkanium|Arcanium do Caos|Арканиум Хаоса|混沌祕法|混沌のアルカニウム|혼돈의 아르카ни움|Arkanium des Chaos|Arcanium du chaos|Arcanium del Caos|Arcanium of Chaos
ct_tribalExecution|Tribal Execution|Heimojen teloitus|Execução Tribal|Племенная казнь|部落處決|部族の処刑|부족의 처형|Stammeshinrichtung|Exécution tribale|Ejecución Tribal|Tribal Execution
ct_bloodBath|Bloodbath|Verilöyly|Banho de Sangue|Кровавая баня|血洗|血の惨劇|혈욕|Blutbad|Bain de sang|Baño de Sangre|Bloodbath
ct_puppeteer|Puppeteer|Nukkenäyttelijä|Manipulador de Marionetes|Кукловод|傀儡師|操り人形師|인형 조종사|Puppenspieler|Marionnettiste|Titiritero|Puppeteer
ct_corrosiveRain|Corrosive Rain|Syövyttävä sade|Chuva Corrosiva|Едкий дождь|腐蝕之雨|腐食の雨|부식성 비|Ätzender Regen|Pluie corrosive|Lluvia Corrosiva|Corrosive Rain
ct_queenBee|Queen Bee|Queen Bee|Rainha das Abelhas|Королева пчёл|蜂后|女王蜂|여왕벌|Bienenkönigin|Reine des abeilles|Abeja Reina|Queen Bee
ct_boomStick|Boomstick|Boomstick|Canhão|Дробовик|霰彈槍|ブームスティック|붐스틱|Boomstick|Boomstick|Boomstick|Boomstick
ct_deepWounds|Deep Wounds|Syviä haavoja|Feridas Profundas|Глубокие раны|深重傷口|深い傷|깊은 상처|Tiefe Wunden|Blessures profondes|Heridas Profundas|Deep Wounds
ct_reverseMatrix|Reverse Matrix|Käänteinen matriisi|Matriz Reversa|Обратная матрица|反轉矩陣|リバースマトリックス|역행렬|Umgekehrte Matrix|Matrice inversée|Matriz Inversa|Reverse Matrix
ct_boulderBlasting|Boulder Blasting|Boulder-räjäytys|Explosão de Pedregulhos|Взрыв валунов|巨石爆破|岩石爆破|바위 폭파|Felsbrockensprengung|Explosion de rochers|Explosión de Rocas|Boulder Blasting
ct_noEscape|No Escape|Ei pakoa|Não Há Escapatória|Бегство невозможно|無處可逃|逃げ場なし|탈출 불가|Kein Entkommen|Pas d'échappatoire|Sin Escapatoria|No Escape
ct_surpriseBomb|Surprise Bomb|Yllätyspommi|Bomba Surpresa|Сюрприз-бомба|驚喜炸彈|サプライズボム|깜짝 폭탄|Überraschungsbombe|Bombe surprise|Bomba Sorpresa|Surprise Bomb
ct_timeToReap|Time to Reap|Aika korjata|Hora de Colher|Время жатвы|收割時刻|刈り取る時|수확 시간|Zeit zum Ernten|Il est temps de récolter|La Hora de la Siega|Time to Reap
ct_gargantuans|Gargantuans|Jännittäviä|Gigantes|Гиганты|巨人|巨大人|거대|Gargantuen|Gargantuesques|Gargantúas|Gargantuans
ct_trickOrTreat|Trick or Treat|Trick or Treat|Doce ou Travessura|Сладость или гадость|不給糖就搗蛋|トリックオアトリート|속임수나 대접|Süßes oder Saures|Des bonbons ou un sort|Truco o Trato|Trick or Treat
ct_bulletHell|Bullet Hell|Bullet Hell|Inferno de Balas|Адский огонь снарядов|彈幕地獄|弾幕|탄환 지옥|Kugelhölle|Enfer de balles|Infierno de Balas|Bullet Hell
ct_reversal|Reversal|Kääntäminen|Reversão|Обращение|逆轉|リバーサル|역전|Umkehrung|Inversion|Reversión|Reversal
ct_speedPowder|Speed Powder|Speed ​​Powder|Pó da Velocidade|Порошок скорости|速度粉末|スピードパウダー|스피드 파우더|Geschwindigkeitspulver|Poudre de vitesse|Polvo de Velocidad|Speed Powder
ct_superSized|Supersized|Supersized|Superdimensionado|Увеличенные|特大型|特大|대형|Übergroß|Supersized|Tamaño Gigante|Supersized
ct_combatImpairement|Combat Impairement|Taistele heikkenemistä vastaan|Comprometimento de Combate|Боевое ослабление|戰鬥妨礙|戦闘障害|전투 방해|Kampfbeeinträchtigung|Altérabilité de combat|Deterioro de Combate|Combat Impairement
ct_quickSand|Quicksand|Juoksuhiekka|Areia Movediça|Зыбучие пески|流沙|流砂|유사모래|Treibsand|Sables mouvants|Arenas Movedizas|Quicksand
ct_manaCorruption|Mana Corruption|Mana korruptio|Corrupção de Mana|Разложение маны|法力腐化|マナの腐敗|마나 부패|Mana-Korruption|Corruption de mana|Corrupción de Maná|Mana Corruption
ct_chaosSanctuary|Chaos Sanctuary|Chaos Sanctuary|Santuário do Caos|Святилище Хаоса|混沌庇護所|混沌の聖域|혼돈의 성소|Chaos-Heiligtum|Sanctuaire du chaos|Santuario del Caos|Chaos Sanctuary
ct_chaosBerserkers|Chaos Berserkers|Chaos Berserkers|Berserkers do Caos|Берсерки Хаоса|混沌狂戰士|混沌の狂戦士|혼돈의 광전사|Chaos-Berserker|Berserkers du chaos|Berserkers del Caos|Chaos Berserkers
ct_lifeTap|Life Tap|Life Tap|Toque de Vida|Кража жизни|生命之塔|ライフタップ|생명력 탭|Lebensentzug|Prise de vie|Absorber Vida|Life Tap
ct_multiShot|Multishot|Multishot|Tiro Múltiplo|Многострельба|多重射擊|マルチショット|멀티샷|Mehrfachschuss|Tir multiple|Disparo Múltiple|Multishot
ct_scorchedGround|Scorched Ground|Poltettu maa|Chão Queimado|Выжженная земля|焦土|焦土|그을린 땅|Verbrannter Boden|Sol brûlé|Tierra Calcinada|Scorched Ground
ct_closeAndPersonal|Close and Personal|Läheinen ja henkilökohtainen |De Perto e Pessoal|Ближний бой|近身肉搏|至近距離 |근접 |Nah und persönlich|Rapprochement rapproché |A Corta Distancia|Close and Personal
ct_chaoticWeakness|Chaotic Weakness|Kaoottinen heikkous|Fraqueza Caótica|Слабость Хаоса|混沌虛弱|混沌の弱点|혼돈의 약함|Chaotische Schwäche|Faiblesse chaotique|Debilidad Caótica|Chaotic Weakness
ct_manaDevourer|Mana Devourer|Mana Devourer|Devorador de Mana|Пожиратель маны|魔力吞噬者|マナを貪る者|마나 포식자|Mana-Verschlingung|Dévoreur de mana|Devorador de Maná|Mana Devourer
ct_emotionalDamage|Emotional Damage|Emotionaalinen vahinko|Dano Emocional|Эмоциональный урон|Emotional Damage|感情的ダメージ|감정적 손상|Emotionaler Schaden|Dégâts émotionnels|Daño Emocional|Emotional Damage
ct_oldMansBack|Old Man´s Back|Vanhan miehen selkä|Dor nas Costas do Velho|Спина старика|老人背影|老人の背中|노인의 등|Alter Mannsrücken|Dos du vieil homme|Espalda de Anciano|Old Man´s Back
ct_shitamorphosis|Shitamorphosis|Shitamorfoosi|Metamorfose de Merda|Превращение в дерьмо|史變身|シタモルフォシス|시타모르포시스|Shitamorphose|Shitamorphose|Shitamorfosis|Shitamorphosis
ct_vitalCorrosion|Vital Corrosion|Vital korroosio |Corrosão de Vitalidade|Коррозия живучести|生命腐蝕|生命の腐食 |필수 부식|Vitalkorrosion|Corrosion vitale |Corrosión Vital|Vital Corrosion
ct_chaosChampions|Chaos Champions|Chaos-mestarit|Campeões do Caos|Чемпионы Хаоса|混沌冠軍|混沌のチャンピオン|혼돈의 챔피언|Chaos-Champions|Champions du chaos|Campeones del Caos|Chaos Champions
|||||||||||
ct_desc_chaosEnchant_desc_01|Monster Damage Increased by||Dano dos Monstros Aumentado|Урон монстров повышен|怪物傷害增加|モンスターのダメージが増加する |몬스터 공격력 증가량|Monsterschaden erhöht um|Dégâts des monstres augmentés par|Daño de monstruo aumentado|Obrażenia potworów zwiększone o
ct_desc_chaosCorrosion_desc_01|Monster Poisoned Damage||Dano de Veneno dos Monstros|Урон от отравления монстров|怪物中毒傷害|モンスターの毒ダメージ |몬스터 중독 피해량|Vergiftungsschaden des Monsters|Dégâts empoisonnés des monstres|Daño de monstruo envenenado|Obrażenia zatrucia potworów
ct_desc_absoluteChaos_desc_01|Extra Monster Affix||Afixo Extra de Monstro|Дополнительный аффикс монстра|額外怪物詞綴|エクストラモンスターアフィックス |추가 몬스터 속성|Zusätzlicher Monster-Affix|Affixe de monstre supplémentaire|Afijo de monstruo adicional|Dodatkowy afiks potwora
ct_desc_spawnsOfChaos_desc|Monster Level Increased by||Nível dos Monstros Aumentado|Уровень монстра повышен|怪物等級增加|モンスターレベルが上昇 |몬스터 레벨 증가량|Monsterstufe erhöht um|Niveau du monstre augmenté par|Nivel de monstruo aumentado|Poziom potwora zwiększony o
ct_desc_legionOfChaos_desc_01|Rarity Increased by||Raridade Aumentada|Редкость повышена|稀有度增加|レアリティ上昇|희귀도 증가량|Seltenheit erhöht um|Rareté augmentée par|Rareza aumentada|Rzadkość zwiększona o
ct_desc_legionOfChaos_desc_02|Monster Damage Increased by||Dano dos Monstros Aumentado|Урон монстров повышен|怪物傷害增加|モンスターダメージ上昇|몬스터 공격력 증가량|Monsterschaden erhöht um|Dégâts des monstres augmentés par|Daño de monstruo aumentado|Obrażenia potworów zwiększone o
ct_desc_legionOfChaos_desc_03|Monster Magic Find Decreased by||Chance de Itens Mágicos dos Monstros Reduzida|Магическая находка монстров снижена|怪物掉寶率降低|モンスター魔法発見率低下 |몬스터 마법 발견 확률 감소량|Magiefund des Monsters verringert um|Trouver de la magie des monstres diminué par|Probabilidad de hallazgo mágico de monstruo disminuida|Szansa na magiczne przedmioty potworów zmniejszona o
ct_desc_resistanceIsFutile_desc_01|Resistances Decreased by||Resistências Reduzidas|Сопротивления снижены|抗性降低|抵抗が減少しました |저항력 감소량|Resistenzen verringert um|Résistances diminuées par|Resistencias disminuidas|Odporności zmniejszone o
ct_desc_lifeNoMore_desc_01|All Life Replenish Decreased by||Toda Recuperação de Vida Reduzida|Всё восстановление жизни снижено|所有生命回復降低|すべての生命回復量が減少 |모든 생명력 회복량 감소량|Lebensregeneration verringert um|Régénération de vie diminuée par|Recuperación de vida total disminuida|Wszystkie odnawianie życia zmniejszone o
ct_desc_queenBee_desc_01|Monster Attack Speed Increased by||Velocidade de Ataque dos Monstros Aumentada|Скорость атаки монстров повышена|怪物攻擊速度增加|モンスターの攻撃速度が上昇|몬스터 공격 속도 증가량|Angriffsgeschwindigkeit des Monsters erhöht um|Vitesse d'attaque des monstres augmentée par|Velocidad de ataque de monstruo aumentada|Szybkość ataku potworów zwiększona o
ct_desc_queenBee_desc_02|Monster Life Increased by||Vida dos Monstros Aumentada|Жизнь монстров повышена|怪物生命增加|モンスターの体力が上昇|몬스터 생명력 증가량|Monsterleben erhöht um|Vie des monstres augmentée par|Vida de monstruo aumentada|Życie potworów zwiększone o
ct_desc_queenBee_desc_03|Monster Damage Reduction Increased by||Redução de Dano dos Monstros Aumentada|Снижение урона монстров повышено|怪物傷害減免增加|モンスターのダメージ軽減率が上昇 |몬스터 피해 감소량 증가량|Schadensreduktion des Monsters erhöht um|Réduction des dégâts des monstres augmentée par|Reducción de daño de monstruo aumentada|Zmniejszenie obrażeń potworów zwiększone o
ct_desc_boomStick_desc_01|Monster Attack Speed Increased by||Velocidade de Ataque dos Monstros Aumentada|Скорость атаки монстров повышена|怪物攻擊速度增加|モンスターの攻撃速度が上昇|몬스터 공격 속도 증가량|Angriffsgeschwindigkeit des Monsters erhöht um|Vitesse d'attaque des monstres augmentée par|Velocidad de ataque de monstruo aumentada|Szybkość ataku potworów zwiększona o
